merchant_group,merchant_name,cc_type,cc_code,cc_type_id,cc_code_id,stratify_col
Finance,Brown Ltd ccj,Fee_QAN,71290,3,10,Fee_QAN_71290
Education,Herring-Perry lpf,Wire_HJN,73382,12,15,Wire_HJN_73382
Logistics,"Anderson, Kaufman and Fox hwo",Fee_QKA,75191,4,23,Fee_QKA_75191
Education,Ortiz-Morse hor,POS_ZTL,67569,9,2,POS_ZTL_67569
Education,Kelley Inc scu,POS_ZTL,67569,9,2,POS_ZTL_67569
Construction,Diaz-Yang pke,Fee_QKA,75191,4,23,Fee_QKA_75191
Real Estate,Garcia-James saz,Fee_RDT,72921,5,13,Fee_RDT_72921
Energy,Jones-Robinson obt,POS_ZUC,74775,10,22,POS_ZUC_74775
Finance,"Davis, Watson and Carr hzk",POS_ZTL,67569,9,2,POS_ZTL_67569
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Real Estate,"Peters, Espinoza and Barnett fnt",POS_FPA,72783,7,12,POS_FPA_72783
Energy,Frey-Waller hhm,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Logistics,Fischer PLC wam,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Energy,Howard Group fti,POS_ZTL,67569,9,2,POS_ZTL_67569
Dining,Odonnell PLC kgp,POS_ZUC,74775,10,22,POS_ZUC_74775
Telecom,"Beltran, Miller and Frazier mno",POS_ZTL,67569,9,2,POS_ZTL_67569
Healthcare,Hunter-Maldonado vhq,Fee_QKA,75191,4,23,Fee_QKA_75191
Healthcare,"Hanson, Brown and Wheeler alu",POS_ZUC,69787,10,6,POS_ZUC_69787
Dining,Campbell Ltd psi,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Energy,Lozano-Moyer psu,POS_ZTL,67569,9,2,POS_ZTL_67569
Dining,"Fernandez, Pugh and Escobar xcf",ACH_XEY,75996,0,26,ACH_XEY_75996
Energy,Mitchell-Lopez ghr,Fee_QKA,75191,4,23,Fee_QKA_75191
Construction,Burns Inc ajj,Card_JGO,74581,2,21,Card_JGO_74581
Telecom,Weaver Group wit,Fee_QKA,73407,4,16,Fee_QKA_73407
Finance,Garcia-Parks mhy,Fee_QKA,73407,4,16,Fee_QKA_73407
Telecom,Smith-Hernandez gvg,Wire_HJN,71778,12,11,Wire_HJN_71778
Education,Young-Smith cav,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Construction,Montgomery Group vfg,ACH_YUU,67035,1,1,ACH_YUU_67035
Construction,"Barajas, Hodges and English isg",Card_JGO,74135,2,18,Card_JGO_74135
Logistics,Oneal-Tran vhi,ACH_XEY,75996,0,26,ACH_XEY_75996
Finance,Patrick-Stewart mor,POS_OEC,74005,8,17,POS_OEC_74005
Education,"Giles, Sexton and Lucas hzx",Wire_HJN,71778,12,11,Wire_HJN_71778
Logistics,Clark Ltd gjd,POS_FPA,70003,7,7,POS_FPA_70003
Construction,Cole-Marshall kee,ACH_YUU,67035,1,1,ACH_YUU_67035
Finance,Pugh-Acosta nqv,Wire_HJN,71778,12,11,Wire_HJN_71778
Energy,Rowe Inc imv,POS_OEC,74402,8,20,POS_OEC_74402
Energy,Tapia-Castillo jlw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Real Estate,"Shah, Hartman and Franklin rpo",Fee_QKA,73407,4,16,Fee_QKA_73407
Dining,"Lindsey, Watson and Bradley myz",POS_ZTL,74271,9,19,POS_ZTL_74271
Real Estate,Becker and Sons wcb,POS_ZUC,69787,10,6,POS_ZUC_69787
Real Estate,Hall-Johnston rsy,POS_ZUC,69787,10,6,POS_ZUC_69787
Finance,"Gonzales, Griffin and Lloyd kcm",Fee_QKA,75427,4,24,Fee_QKA_75427
Education,Russell LLC rua,POS_ZUC,74775,10,22,POS_ZUC_74775
Real Estate,Cortez-Lopez nvz,Fee_QKA,75191,4,23,Fee_QKA_75191
Construction,Reid-Roberts nts,POS_ZUC,72783,10,12,POS_ZUC_72783
Healthcare,Hill-Lynch auk,POS_OEC,73382,8,15,POS_OEC_73382
Education,"Robinson, Wong and Rodriguez bzn",Fee_QKA,73407,4,16,Fee_QKA_73407
Finance,"Sanchez, Estrada and Tucker vpt",POS_OEC,73382,8,15,POS_OEC_73382
Finance,Diaz-Castillo dlh,Fee_RDT,72921,5,13,Fee_RDT_72921
Logistics,"Martinez, Lee and Strickland yfc",Fee_QAN,71290,3,10,Fee_QAN_71290
Healthcare,Burns LLC zzq,Fee_QAN,70240,3,8,Fee_QAN_70240
Healthcare,Campbell-Long wxc,Wire_HJN,71778,12,11,Wire_HJN_71778
Finance,"Davis, Watkins and Rodriguez kud",ACH_YUU,67035,1,1,ACH_YUU_67035
Telecom,"Huang, Wright and Blankenship wqz",Fee_RDT,72921,5,13,Fee_RDT_72921
Healthcare,"Robinson, Molina and Nguyen eel",POS_OEC,74005,8,17,POS_OEC_74005
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Dining,"Wilcox, Reyes and Whitney wih",Wire_HJN,73382,12,15,Wire_HJN_73382
Dining,"Griffith, Gray and Hernandez szx",POS_ZTL,67569,9,2,POS_ZTL_67569
Construction,Cole-Marshall kee,ACH_YUU,67035,1,1,ACH_YUU_67035
Energy,Douglas-Chapman yxx,Wire_HJN,73382,12,15,Wire_HJN_73382
Real Estate,Cortez-Lopez nvz,Fee_QKA,75191,4,23,Fee_QKA_75191
Finance,"Vargas, Franklin and Rogers yvd",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Education,"Washington, Carter and Park sna",POS_ZUC,72783,10,12,POS_ZUC_72783
Telecom,"Little, Rose and Jensen vke",Card_JGO,74135,2,18,Card_JGO_74135
Dining,Stone-Daniels udb,POS_ZUC,74775,10,22,POS_ZUC_74775
Dining,"Robinson, Conner and Parrish sqi",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Telecom,Miller-Kaufman pfh,Fee_QKA,75427,4,24,Fee_QKA_75427
Finance,"Robertson, Robinson and Lucas koy",ACH_XEY,75996,0,26,ACH_XEY_75996
Finance,Johnson-Collins hqf,POS_OEC,74402,8,20,POS_OEC_74402
Education,Hill LLC mpp,POS_ZTL,74271,9,19,POS_ZTL_74271
Education,West-Haas ken,POS_FPA,70003,7,7,POS_FPA_70003
Construction,"Chavez, Green and Thomas dhe",POS_OEC,74005,8,17,POS_OEC_74005
Education,Barber-Cruz dni,Fee_QAN,73000,3,14,Fee_QAN_73000
Energy,Hensley-Bond fuu,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Healthcare,Miller-Green dfh,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Real Estate,Hicks-Bishop rmt,POS_FPA,72783,7,12,POS_FPA_72783
Dining,Gomez-Wright jkl,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Energy,Cunningham and Sons qfh,POS_ZTL,67569,9,2,POS_ZTL_67569
Dining,Price Inc tcy,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Telecom,Ward LLC jpv,ACH_YUU,68064,1,4,ACH_YUU_68064
Energy,"Morales, Vega and Smith kkm",POS_FPA,70003,7,7,POS_FPA_70003
Finance,"Wilkinson, Peterson and Thompson wfe",POS_OEC,74005,8,17,POS_OEC_74005
Telecom,"Little, Rose and Jensen vke",Card_JGO,74135,2,18,Card_JGO_74135
Construction,"Chavez, Green and Thomas dhe",POS_OEC,74005,8,17,POS_OEC_74005
Education,Russell LLC rua,POS_ZUC,74775,10,22,POS_ZUC_74775
Construction,Cole-Thomas yoi,POS_ZUC,69787,10,6,POS_ZUC_69787
Dining,Carroll-Tyler heg,POS_OEC,73382,8,15,POS_OEC_73382
Logistics,Wagner PLC ont,POS_ZUC,74775,10,22,POS_ZUC_74775
Energy,Young PLC vwa,POS_OEC,73382,8,15,POS_OEC_73382
Telecom,Williamson Inc ggs,Card_JGO,74135,2,18,Card_JGO_74135
Dining,Irwin Group jmt,Card_JGO,74135,2,18,Card_JGO_74135
Telecom,Matthews Group izk,POS_OEC,74005,8,17,POS_OEC_74005
Finance,Adams-Peterson lxp,Card_JGO,74135,2,18,Card_JGO_74135
Dining,Taylor Ltd lmw,Card_JGO,74581,2,21,Card_JGO_74581
Finance,Adams-Peterson lxp,Card_JGO,74135,2,18,Card_JGO_74135
Logistics,Mclean-Santiago vcm,Fee_QAN,70240,3,8,Fee_QAN_70240
Healthcare,Cunningham Ltd qls,POS_FPA,70003,7,7,POS_FPA_70003
Energy,"Morales, Vega and Smith kkm",POS_FPA,70003,7,7,POS_FPA_70003
Energy,Thompson and Sons hdq,Wire_HJN,71778,12,11,Wire_HJN_71778
Dining,Russell Group ghd,Wire_HJN,71778,12,11,Wire_HJN_71778
Telecom,Randall-Lee rsi,POS_ZTL,74271,9,19,POS_ZTL_74271
Healthcare,Smith-Taylor jad,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,Ryan-Murray ygi,POS_OEC,74402,8,20,POS_OEC_74402
Telecom,"Hill, Williams and Wallace ndg",Fee_QKA,75191,4,23,Fee_QKA_75191
Telecom,Smith Ltd vqt,POS_OEC,74402,8,20,POS_OEC_74402
Construction,"Wallace, Lee and Lawson oqe",POS_ZUC,69784,10,5,POS_ZUC_69784
Telecom,"Huang, Wright and Blankenship wqz",Fee_RDT,72921,5,13,Fee_RDT_72921
Logistics,Herrera and Sons crg,Fee_QAN,73000,3,14,Fee_QAN_73000
Dining,"Perkins, Andersen and Thompson mbo",POS_ZTL,74271,9,19,POS_ZTL_74271
Energy,Gordon Ltd dhw,Wire_HJN,73382,12,15,Wire_HJN_73382
Logistics,"Vargas, Wilson and Casey kfc",Fee_QAN,70240,3,8,Fee_QAN_70240
Education,"Burns, Russell and Wang xsr",Fee_RDT,72921,5,13,Fee_RDT_72921
Energy,Howard Group fti,POS_ZTL,67569,9,2,POS_ZTL_67569
Education,Figueroa-Mitchell qla,Card_JGO,74135,2,18,Card_JGO_74135
Finance,"Vargas, Franklin and Rogers yvd",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Healthcare,Smith LLC btr,POS_FPA,70003,7,7,POS_FPA_70003
Energy,Mann Inc tej,POS_ZUC,74775,10,22,POS_ZUC_74775
Logistics,Martinez Inc xln,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Education,"Caldwell, Austin and Arnold bek",Fee_QKA,75191,4,23,Fee_QKA_75191
Construction,Burns Inc ajj,Card_JGO,74581,2,21,Card_JGO_74581
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Dining,"Wilcox, Reyes and Whitney wih",Wire_HJN,73382,12,15,Wire_HJN_73382
Finance,"Koch, Perry and Flores lwy",ACH_YUU,67035,1,1,ACH_YUU_67035
Real Estate,Downs and Sons yre,POS_OEC,74402,8,20,POS_OEC_74402
Finance,Moyer Ltd lvx,POS_ZUC,69784,10,5,POS_ZUC_69784
Real Estate,Lopez and Sons omd,POS_ZTL,67569,9,2,POS_ZTL_67569
Education,Anderson-Hernandez sbq,Card_JGO,74581,2,21,Card_JGO_74581
Construction,Cooper-Avila ssk,POS_ZUC,69784,10,5,POS_ZUC_69784
Real Estate,"Wilson, Bush and Alvarez pkd",POS_ZUC,72783,10,12,POS_ZUC_72783
Dining,"Lindsey, Watson and Bradley myz",POS_ZTL,74271,9,19,POS_ZTL_74271
Energy,Vargas Ltd bdt,Fee_QKA,73407,4,16,Fee_QKA_73407
Healthcare,Camacho-Cook iee,Card_JGO,74135,2,18,Card_JGO_74135
Real Estate,"Miller, Romero and Chandler bmp",Card_JGO,74135,2,18,Card_JGO_74135
Construction,Burns Inc ajj,Card_JGO,74581,2,21,Card_JGO_74581
Finance,Santana Inc svq,Fee_RDT,72921,5,13,Fee_RDT_72921
Logistics,Mclean-Santiago vcm,Fee_QAN,70240,3,8,Fee_QAN_70240
Real Estate,Montgomery-Hughes arw,POS_OEC,74402,8,20,POS_OEC_74402
Healthcare,Hernandez PLC enc,Card_JGO,74135,2,18,Card_JGO_74135
Telecom,"Colon, Williams and Miller zdk",POS_ZUC,69787,10,6,POS_ZUC_69787
Logistics,"Anderson, Kaufman and Fox hwo",Fee_QKA,75191,4,23,Fee_QKA_75191
Dining,"Barnett, Mcdaniel and Duncan oet",POS_FPA,70003,7,7,POS_FPA_70003
Real Estate,"Mayo, Cole and Robbins hdn",POS_OEC,73382,8,15,POS_OEC_73382
Construction,Lowery Group wxv,Fee_RDT,72921,5,13,Fee_RDT_72921
Real Estate,"Munoz, Frye and Mitchell egr",Fee_QKA,75427,4,24,Fee_QKA_75427
Education,"Robinson, Wong and Rodriguez bzn",Fee_QKA,73407,4,16,Fee_QKA_73407
Dining,"Oconnor, Silva and Bird bpd",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Energy,Payne-Doyle pwa,POS_ZUC,72783,10,12,POS_ZUC_72783
Education,Martin LLC mky,POS_OEC,74402,8,20,POS_OEC_74402
Telecom,"Williams, Roberts and Scott job",POS_ZTL,74271,9,19,POS_ZTL_74271
Logistics,Wagner PLC ont,POS_ZUC,74775,10,22,POS_ZUC_74775
Logistics,"Rogers, Evans and Pearson hrv",POS_ZUC,69784,10,5,POS_ZUC_69784
Construction,"Dawson, Rodriguez and Diaz gda",Fee_QKA,75191,4,23,Fee_QKA_75191
Finance,Fischer and Sons ike,Fee_QKA,75191,4,23,Fee_QKA_75191
Finance,"Koch, Perry and Flores lwy",ACH_YUU,67035,1,1,ACH_YUU_67035
Finance,Diaz-Castillo dlh,Fee_RDT,72921,5,13,Fee_RDT_72921
Healthcare,"Robinson, Molina and Nguyen eel",POS_OEC,74005,8,17,POS_OEC_74005
Telecom,"Peterson, Brady and Lewis rcl",POS_ZUC,69787,10,6,POS_ZUC_69787
Dining,Duncan-Mckenzie cnv,POS_ZUC,69784,10,5,POS_ZUC_69784
Logistics,Dominguez Inc hox,POS_ZUC,69787,10,6,POS_ZUC_69787
Energy,Payne-Doyle pwa,POS_ZUC,72783,10,12,POS_ZUC_72783
Logistics,Norris LLC otr,Card_JGO,74135,2,18,Card_JGO_74135
Education,Shaw LLC xii,POS_ZUC,69784,10,5,POS_ZUC_69784
Education,Russell LLC rua,POS_ZUC,74775,10,22,POS_ZUC_74775
Energy,White and Sons ids,Wire_DPU,67903,11,3,Wire_DPU_67903
Education,"Ortiz, Ray and Pearson kqf",Wire_HJN,73382,12,15,Wire_HJN_73382
Real Estate,Garcia-James saz,Fee_RDT,72921,5,13,Fee_RDT_72921
Real Estate,"Wilson, Bush and Alvarez pkd",POS_ZUC,72783,10,12,POS_ZUC_72783
Healthcare,"Wolfe, Hernandez and Roberts yft",Fee_ZUT,75987,6,25,Fee_ZUT_75987
Energy,"Jones, Henderson and Smith yvu",Fee_QAN,70240,3,8,Fee_QAN_70240
Real Estate,"Peters, Espinoza and Barnett fnt",POS_FPA,72783,7,12,POS_FPA_72783
Telecom,Johnson-Harvey rep,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Construction,"Yates, Gibson and Weber wqz",POS_ZTL,74271,9,19,POS_ZTL_74271
Finance,Mcgee Ltd kph,POS_OEC,73382,8,15,POS_OEC_73382
Energy,Chandler LLC guv,POS_FPA,72783,7,12,POS_FPA_72783
Energy,Griffin-Davis xtr,Fee_QKA,75427,4,24,Fee_QKA_75427
Energy,"Rogers, Murray and Vega trb",POS_ZTL,67569,9,2,POS_ZTL_67569
Telecom,"Fletcher, Morris and Murphy xqt",POS_FPA,70003,7,7,POS_FPA_70003
Energy,Bartlett Inc bkl,POS_OEC,74402,8,20,POS_OEC_74402
Telecom,"Phillips, Stone and Brown bgs",Wire_DPU,67903,11,3,Wire_DPU_67903
Real Estate,Arroyo Inc wxp,Fee_RDT,72921,5,13,Fee_RDT_72921
Dining,"Scott, Smith and Rosario hhj",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Construction,"Yates, Gibson and Weber wqz",POS_ZTL,74271,9,19,POS_ZTL_74271
Energy,Rios Inc vnt,ACH_YUU,68064,1,4,ACH_YUU_68064
Telecom,"Rose, Estrada and Vincent hnk",Fee_QAN,71290,3,10,Fee_QAN_71290
Real Estate,Francis-Collins xss,Fee_QKA,75191,4,23,Fee_QKA_75191
Education,Carpenter-Aguirre yon,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,Page Ltd idz,POS_ZTL,74271,9,19,POS_ZTL_74271
Healthcare,"Robinson, Molina and Nguyen eel",POS_OEC,74005,8,17,POS_OEC_74005
Energy,Johnson-Gomez ngm,Fee_QKA,73407,4,16,Fee_QKA_73407
Finance,Jennings Group hkx,POS_OEC,74005,8,17,POS_OEC_74005
Construction,Klein-Russell xru,Fee_QAN,71290,3,10,Fee_QAN_71290
Finance,Dickerson-Jones eoz,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Telecom,"Ellison, Wong and Lopez gea",ACH_YUU,68064,1,4,ACH_YUU_68064
Healthcare,Smith LLC btr,POS_FPA,70003,7,7,POS_FPA_70003
Telecom,Williamson Inc ggs,Card_JGO,74135,2,18,Card_JGO_74135
Logistics,"Drake, Davis and Ward gfe",POS_ZUC,72783,10,12,POS_ZUC_72783
Dining,"Scott, Smith and Rosario hhj",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Construction,Klein-Russell xru,Fee_QAN,71290,3,10,Fee_QAN_71290
Logistics,"Watson, Ferrell and Smith cbf",ACH_YUU,68064,1,4,ACH_YUU_68064
Finance,Moyer Ltd lvx,POS_ZUC,69784,10,5,POS_ZUC_69784
Finance,"Smith, Hudson and Johnson ucl",POS_OEC,74005,8,17,POS_OEC_74005
Logistics,Martinez Inc xln,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Telecom,Miller-Kaufman pfh,Fee_QKA,75427,4,24,Fee_QKA_75427
Education,Smith Group iwo,Fee_QKA,73407,4,16,Fee_QKA_73407
Finance,"Sanchez, Estrada and Tucker vpt",POS_OEC,73382,8,15,POS_OEC_73382
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Telecom,Morales-George gyh,POS_ZTL,73407,9,16,POS_ZTL_73407
Healthcare,Fernandez LLC ija,POS_ZUC,74775,10,22,POS_ZUC_74775
Logistics,Lewis-Hubbard abb,POS_ZTL,74271,9,19,POS_ZTL_74271
Telecom,"Fletcher, Morris and Murphy xqt",POS_FPA,70003,7,7,POS_FPA_70003
Telecom,Jones-Burnett lks,POS_ZTL,67569,9,2,POS_ZTL_67569
Energy,Vaughan Group xaf,ACH_YUU,67035,1,1,ACH_YUU_67035
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Construction,"Nguyen, Ware and Osborne rev",POS_ZUC,74775,10,22,POS_ZUC_74775
Dining,Irwin Group jmt,Card_JGO,74135,2,18,Card_JGO_74135
Real Estate,Long-Fields tvf,Card_JGO,74135,2,18,Card_JGO_74135
Dining,Short-Lee ddj,POS_FPA,70003,7,7,POS_FPA_70003
Real Estate,Wilson PLC ooz,Fee_QKA,75427,4,24,Fee_QKA_75427
Healthcare,Bean Inc egf,POS_OEC,74005,8,17,POS_OEC_74005
Construction,Burke Inc cus,Fee_QAN,70240,3,8,Fee_QAN_70240
Logistics,Dominguez Inc hox,POS_ZUC,69787,10,6,POS_ZUC_69787
Dining,Duncan-Mckenzie cnv,POS_ZUC,69784,10,5,POS_ZUC_69784
Construction,"Chavez, Green and Thomas dhe",POS_OEC,74005,8,17,POS_OEC_74005
Real Estate,"Munoz, Frye and Mitchell egr",Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,Harding-Hernandez bcw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Real Estate,"Wright, Luna and Henry wur",Wire_HJN,71778,12,11,Wire_HJN_71778
Dining,"Fernandez, Pugh and Escobar xcf",ACH_XEY,75996,0,26,ACH_XEY_75996
Education,Elliott-Gonzales nax,Fee_QKA,75191,4,23,Fee_QKA_75191
Telecom,"Ellison, Wong and Lopez gea",ACH_YUU,68064,1,4,ACH_YUU_68064
Construction,Patel-Ramsey kyk,POS_OEC,74005,8,17,POS_OEC_74005
Education,"Burns, Russell and Wang xsr",Fee_RDT,72921,5,13,Fee_RDT_72921
Logistics,Morris-Simmons grp,ACH_YUU,68064,1,4,ACH_YUU_68064
Education,"Garrett, Turner and Morris ijt",Card_JGO,74581,2,21,Card_JGO_74581
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Construction,Kelly-Ross bgl,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Education,Nelson-Richardson fyw,POS_OEC,73382,8,15,POS_OEC_73382
Finance,Ross PLC rof,Fee_QKA,75427,4,24,Fee_QKA_75427
Construction,Walker Inc nli,POS_ZUC,72783,10,12,POS_ZUC_72783
Dining,Watson Inc jxx,POS_ZUC,72783,10,12,POS_ZUC_72783
Telecom,Weaver Group wit,Fee_QKA,73407,4,16,Fee_QKA_73407
Education,"Gordon, Anderson and Hodge nha",Card_JGO,74135,2,18,Card_JGO_74135
Education,Mcgee PLC hel,POS_OEC,73382,8,15,POS_OEC_73382
Logistics,Wyatt PLC gjs,Card_JGO,74135,2,18,Card_JGO_74135
Energy,Ritter PLC die,Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,Becker and Sons wcb,POS_ZUC,69787,10,6,POS_ZUC_69787
Construction,Brown LLC rzc,Fee_QKA,75427,4,24,Fee_QKA_75427
Education,"Martin, Nelson and Roth mao",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Telecom,Thomas Inc lwf,ACH_YUU,68064,1,4,ACH_YUU_68064
Real Estate,"Mayo, Cole and Robbins hdn",POS_OEC,73382,8,15,POS_OEC_73382
Real Estate,Long-Fields tvf,Card_JGO,74135,2,18,Card_JGO_74135
Dining,"Griffith, Gray and Hernandez szx",POS_ZTL,67569,9,2,POS_ZTL_67569
Dining,Mcknight-Rhodes uos,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Energy,Mann Inc tej,POS_ZUC,74775,10,22,POS_ZUC_74775
Logistics,Singleton-White sby,POS_ZUC,74775,10,22,POS_ZUC_74775
Construction,Williams-Castillo lgn,POS_ZUC,69787,10,6,POS_ZUC_69787
Logistics,Clark Ltd gjd,POS_FPA,70003,7,7,POS_FPA_70003
Construction,Nguyen Group qrx,Card_JGO,74135,2,18,Card_JGO_74135
Logistics,Morris-Simmons grp,ACH_YUU,68064,1,4,ACH_YUU_68064
Construction,Walker Inc nli,POS_ZUC,72783,10,12,POS_ZUC_72783
Healthcare,"Hardin, Mathews and Rodriguez xti",Wire_DPU,67903,11,3,Wire_DPU_67903
Energy,"Oconnell, Booth and Phillips cyb",POS_FPA,72783,7,12,POS_FPA_72783
Education,Hall-Smith apw,ACH_XEY,75996,0,26,ACH_XEY_75996
Logistics,"Hayes, Martinez and Ward hmk",Card_JGO,74135,2,18,Card_JGO_74135
Education,"Caldwell, Austin and Arnold bek",Fee_QKA,75191,4,23,Fee_QKA_75191
Education,Barber-Cruz dni,Fee_QAN,73000,3,14,Fee_QAN_73000
Telecom,"Beltran, Miller and Frazier mno",POS_ZTL,67569,9,2,POS_ZTL_67569
Education,"Gordon, Anderson and Hodge nha",Card_JGO,74135,2,18,Card_JGO_74135
Education,"Washington, Carter and Park sna",POS_ZUC,72783,10,12,POS_ZUC_72783
Construction,"Guzman, Johnson and White qmp",Card_JGO,74581,2,21,Card_JGO_74581
Education,Elliott-Gonzales nax,Fee_QKA,75191,4,23,Fee_QKA_75191
Energy,Jefferson Ltd vin,POS_OEC,74402,8,20,POS_OEC_74402
Logistics,Herrera and Sons crg,Fee_QAN,73000,3,14,Fee_QAN_73000
Real Estate,Harding-Hernandez bcw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Construction,"Barajas, Hodges and English isg",Card_JGO,74135,2,18,Card_JGO_74135
Education,West-Haas ken,POS_FPA,70003,7,7,POS_FPA_70003
Healthcare,Barrett-Davis wvk,Card_JGO,74135,2,18,Card_JGO_74135
Telecom,Bryant-Hall ltx,Card_JGO,74581,2,21,Card_JGO_74581
Construction,"Chavez, Green and Thomas dhe",POS_OEC,74005,8,17,POS_OEC_74005
Construction,Sherman-Moore bpf,ACH_XEY,75996,0,26,ACH_XEY_75996
Finance,"Alvarez, Berry and Horn ebv",Card_JGO,74581,2,21,Card_JGO_74581
Telecom,"Rose, Estrada and Vincent hnk",Fee_QAN,71290,3,10,Fee_QAN_71290
Education,"Moore, Conway and Bradley pln",POS_OEC,74402,8,20,POS_OEC_74402
Energy,Lopez-Porter fsa,ACH_XEY,75996,0,26,ACH_XEY_75996
Real Estate,Long-Fields tvf,Card_JGO,74135,2,18,Card_JGO_74135
Construction,"Barajas, Hodges and English isg",Card_JGO,74135,2,18,Card_JGO_74135
Construction,Crawford Ltd kiz,POS_ZTL,67569,9,2,POS_ZTL_67569
Telecom,Garcia Ltd dej,POS_ZUC,69787,10,6,POS_ZUC_69787
Real Estate,"Miller, Romero and Chandler bmp",Card_JGO,74135,2,18,Card_JGO_74135
Dining,"Robinson, Conner and Parrish sqi",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Education,Simmons Group dyj,ACH_XEY,75996,0,26,ACH_XEY_75996
Construction,"Nguyen, Ware and Osborne rev",POS_ZUC,74775,10,22,POS_ZUC_74775
Telecom,Matthews Group izk,POS_OEC,74005,8,17,POS_OEC_74005
Education,Hill LLC mpp,POS_ZTL,74271,9,19,POS_ZTL_74271
Finance,Bauer LLC kyb,POS_ZTL,67569,9,2,POS_ZTL_67569
Logistics,Alvarado-Cox mtk,POS_FPA,72783,7,12,POS_FPA_72783
Finance,"Lynch, Price and Fisher awe",Fee_QAN,70240,3,8,Fee_QAN_70240
Logistics,Brennan-Martinez mez,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Education,"Giles, Sexton and Lucas hzx",Wire_HJN,71778,12,11,Wire_HJN_71778
Finance,"Smith, Hudson and Johnson ucl",POS_OEC,74005,8,17,POS_OEC_74005
Finance,Garcia-Parks mhy,Fee_QKA,73407,4,16,Fee_QKA_73407
Energy,Jones-Jackson brk,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Logistics,Roberts Ltd ayi,ACH_YUU,68064,1,4,ACH_YUU_68064
Education,Rosales LLC xdy,POS_ZUC,69787,10,6,POS_ZUC_69787
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,Dorsey-Sanchez lbv,POS_OEC,73382,8,15,POS_OEC_73382
Real Estate,Sanders LLC tiz,Fee_QKA,75191,4,23,Fee_QKA_75191
Healthcare,"Larson, Ray and Turner iin",POS_OEC,73382,8,15,POS_OEC_73382
Telecom,Porter-Keller sti,Fee_QAN,71290,3,10,Fee_QAN_71290
Energy,Larson Group rjb,Fee_QKA,73407,4,16,Fee_QKA_73407
Finance,Church-Ferrell gem,Card_JGO,74581,2,21,Card_JGO_74581
Energy,Young PLC vwa,POS_OEC,73382,8,15,POS_OEC_73382
Logistics,Peterson-Douglas qxd,POS_ZUC,69784,10,5,POS_ZUC_69784
Energy,Cunningham and Sons qfh,POS_ZTL,67569,9,2,POS_ZTL_67569
Telecom,Miller-Kaufman pfh,Fee_QKA,75427,4,24,Fee_QKA_75427
Finance,Fischer and Sons ike,Fee_QKA,75191,4,23,Fee_QKA_75191
Real Estate,"Wilson, Bush and Alvarez pkd",POS_ZUC,72783,10,12,POS_ZUC_72783
Construction,"Guzman, Johnson and White qmp",Card_JGO,74581,2,21,Card_JGO_74581
Logistics,Peterson-Douglas qxd,POS_ZUC,69784,10,5,POS_ZUC_69784
Healthcare,"Obrien, Huang and Garcia jfj",POS_FPA,70003,7,7,POS_FPA_70003
Telecom,"Trujillo, Acosta and Pratt qgc",Card_JGO,74581,2,21,Card_JGO_74581
